15	7	13	42	0	467	257
15	5	12	21	0	241	285
13	6	18	51	3	345	260
10	6	15	81	5	336	234
15	6	17	52	2	250	265
13	5	13	47	2	294	281
12	6	11	27	3	425	254
13	7	17	86	5	440	255
15	7	15	25	5	395	285
15	4	10	64	2	448	278
15	4	17	36	2	374	255
18	6	14	81	1	350	543
13	7	14	26	3	224	309
15	6	13	90	2	302	280
15	5	14	43	5	372	256
13	6	15	40	2	608	264
14	7	12	72	1	383	247
13	7	15	81	0	459	276
15	6	14	64	3	660	286
14	5	16	83	4	374	269
13	6	12	64	2	480	261
14	6	12	37	6	421	261
17	5	12	54	1	307	543
15	5	12	41	0	436	253
16	6	14	75	1	380	253
15	6	19	76	2	374	270
10	5	12	67	2	432	256
11	7	13	40	3	269	240
12	5	10	55	4	504	275
16	5	13	84	6	324	270
13	7	13	44	2	492	292
15	6	16	30	2	349	291
13	8	13	69	5	362	241
14	5	13	22	6	331	267
11	7	14	25	6	494	248
12	5	14	39	1	529	277
16	5	14	38	0	499	275
12	5	13	21	2	381	310
10	5	13	44	4	349	269
12	7	14	68	2	402	247
14	8	14	88	3	242	273
14	5	11	63	1	451	273
14	6	8	29	3	338	282
12	3	13	23	2	267	256
10	5	14	39	1	455	248
17	6	14	63	4	259	283
16	6	14	73	6	459	268
15	6	17	79	3	365	269
18	5	14	87	4	349	444
11	5	12	74	0	340	268
15	4	14	60	1	286	263
15	7	11	32	0	428	279
16	5	13	37	1	448	239
14	6	10	33	1	291	271
13	4	13	68	5	304	246
14	6	15	44	2	415	263
11	5	14	67	4	286	283
15	7	11	61	1	614	243
15	7	14	49	4	545	263
16	6	14	42	3	350	260
16	5	13	23	0	351	269
16	6	14	30	5	426	266
14	5	13	26	5	106	262
13	6	13	89	5	412	268
12	7	8	55	6	441	262
13	7	15	48	5	415	264
12	6	16	82	1	436	241
13	6	18	47	3	311	295
13	5	14	79	2	461	271
9	7	15	70	5	409	308
14	7	13	82	5	306	275
17	6	16	31	2	340	262
13	8	13	81	1	450	270
14	7	12	26	2	389	250
15	6	10	35	4	324	295
18	7	14	55	4	394	248
15	7	13	72	3	415	268
14	7	15	82	4	435	274
15	6	15	60	3	403	276
14	7	13	24	0	276	244
15	7	12	51	0	411	276
15	6	13	69	3	419	259
11	6	15	24	5	512	263
17	8	12	24	6	519	279
16	8	13	36	4	379	273
13	6	14	27	3	307	243
13	6	14	41	4	449	303
11	5	15	39	4	339	251
13	7	13	58	5	481	249
14	7	13	77	0	487	268
12	7	14	25	5	446	280
13	4	11	47	1	288	261
13	8	8	52	3	327	282
15	8	14	31	1	144	236
16	7	14	35	1	450	288
13	7	13	46	6	412	252
13	7	15	24	4	637	267
14	5	13	69	4	354	246
16	6	12	70	3	376	287
11	7	14	25	5	256	243
19	7	9	68	6	477	311
15	8	15	37	4	329	261
12	7	12	77	0	413	272
14	6	15	80	5	251	298
15	7	12	51	4	346	271
12	6	12	39	5	391	273
15	5	12	26	0	346	276
17	6	15	65	2	442	248
14	5	9	75	1	362	288
15	6	11	51	1	465	293
15	5	14	34	3	337	248
11	6	14	84	5	389	269
14	7	14	24	4	387	269
12	7	17	57	5	387	282
13	4	13	65	4	374	270
14	6	12	44	3	435	264
14	7	14	69	2	404	311
15	6	14	82	2	389	270
11	7	7	59	4	379	261
13	6	15	50	5	356	246
17	6	11	37	1	285	288
13	6	12	25	0	458	278
12	6	14	23	5	493	267
14	5	14	36	0	321	283
9	7	12	68	2	433	265
16	5	15	83	1	424	237
14	4	12	49	6	316	273
16	7	14	70	6	381	263
12	7	11	50	0	420	288
13	6	14	32	1	368	293
16	6	12	53	2	547	262
14	5	11	30	4	249	246
12	6	11	56	4	400	247
13	4	14	84	6	413	226
12	5	16	58	2	470	284
14	5	11	47	1	460	260
14	6	13	61	1	418	254
18	6	13	33	0	362	266
17	6	12	25	6	316	279
14	7	16	57	3	358	250
13	6	14	41	0	360	277
14	7	16	27	4	415	269
17	7	16	39	3	516	305
14	7	13	73	3	468	246
13	7	11	24	3	241	242
13	4	9	73	5	338	288
13	8	11	78	1	351	293
14	7	13	24	4	292	270
15	5	13	32	4	165	266
15	4	12	71	1	259	246
13	6	14	27	6	323	291
13	6	8	42	2	462	279
15	5	15	44	6	433	253
12	6	13	59	1	375	280
15	6	13	32	1	451	252
12	6	9	32	0	234	276
13	5	15	28	0	392	254
12	6	13	28	2	568	262
14	4	14	38	3	568	282
9	6	15	67	3	518	271
13	9	10	47	3	393	278
13	8	14	72	0	479	266
12	5	14	31	2	355	261
13	8	13	67	1	339	266
14	7	12	23	5	528	246
12	6	14	46	5	458	232
12	5	13	62	5	498	268
18	6	14	71	3	409	307
14	6	14	71	5	385	305
13	6	14	32	3	485	280
12	8	12	35	6	574	275
12	6	11	36	5	455	255
12	6	13	26	4	327	292
14	7	9	50	3	370	290
16	6	15	45	3	388	263
12	8	14	52	1	288	250
15	6	12	27	4	396	264
12	6	14	26	1	331	252
13	6	11	34	3	456	248
12	6	12	38	5	335	259
13	5	11	76	4	300	263
14	7	16	63	2	431	273
16	6	11	38	5	399	282
13	7	11	79	3	368	283
16	5	12	83	1	372	294
13	4	13	46	4	393	237
16	6	9	46	3	460	273
12	6	13	57	4	188	273
18	7	13	37	1	380	258
17	5	15	85	3	432	257
9	5	12	55	5	460	259
17	5	11	55	6	405	287
19	6	13	62	1	381	283
14	6	16	83	4	406	268
13	6	12	72	3	454	240
16	7	9	60	2	502	302
14	6	15	61	1	434	279
14	5	15	67	1	330	245
15	6	11	71	3	534	288
14	4	11	43	6	373	270
13	5	13	67	0	421	261
14	6	16	64	4	351	258
14	7	13	64	1	354	273
15	6	13	35	6	484	260
12	8	14	39	4	476	281
12	6	11	48	3	281	271
15	7	16	48	4	469	269
11	7	14	66	5	366	295
15	4	12	65	4	486	298
13	7	9	85	0	403	263
18	7	12	35	6	295	272
13	5	14	43	5	370	280
11	6	14	48	4	274	252
17	4	11	73	6	345	277
13	6	17	74	1	379	262
16	7	10	55	1	371	235
16	7	8	67	2	453	274
15	7	11	20	4	452	268
13	7	12	81	5	307	260
13	6	14	52	4	329	285
17	5	12	53	1	379	268
11	5	14	21	1	463	263
16	8	16	30	4	463	254
16	7	12	88	2	493	298
13	7	16	49	5	340	258
16	5	13	68	4	289	304
13	7	14	59	1	344	293
14	6	16	46	1	260	275
15	5	10	58	0	342	267
14	5	13	34	2	467	264
13	6	10	42	6	207	273
15	7	14	45	5	346	275
17	8	10	72	1	414	245
18	6	13	32	5	419	294
11	5	13	73	1	356	278
16	4	12	33	1	408	275
13	6	13	53	6	389	261
17	6	17	50	0	366	270
12	6	14	66	0	312	261
15	5	12	42	3	401	276
14	7	14	44	2	382	269
15	6	11	47	1	295	249
16	6	13	73	4	540	260
14	3	13	52	2	507	238
13	3	15	88	5	412	256
15	6	14	73	5	322	280
13	5	12	81	1	574	254
17	6	13	77	2	452	297
19	4	12	24	4	287	257
13	7	15	26	0	474	261
15	6	13	49	5	400	289
13	5	14	28	1	350	260
13	6	12	37	1	409	283
13	5	12	72	3	421	263
13	6	17	45	4	492	279
13	5	12	21	5	570	289
13	4	13	88	5	447	266
13	5	16	88	0	404	257
12	8	15	41	3	419	228
16	7	10	53	5	453	271
15	6	16	34	4	321	297
16	5	15	40	5	460	257
13	5	221	88	1	291	277
13	5	16	26	1	339	281
16	6	13	68	3	371	284
19	6	12	52	1	351	295
13	6	15	81	1	450	263
11	5	11	88	1	313	256
12	4	14	48	0	517	302
13	6	12	88	0	447	283
11	7	11	58	0	501	263
13	6	8	47	4	164	264
10	6	11	35	1	371	251
13	5	15	27	5	321	294
16	5	16	63	4	317	252
15	6	13	20	0	403	254
14	5	13	50	3	396	269
15	6	12	59	1	354	270
13	4	12	71	3	341	271
14	6	11	59	3	294	272
12	5	16	60	3	472	268
15	6	11	21	2	406	237
16	7	14	26	0	274	263
16	5	10	68	1	491	272
17	6	14	26	1	363	280
14	5	13	58	6	479	273
16	7	16	22	2	356	266
13	5	13	51	5	398	252
16	6	11	49	3	456	281
13	5	10	60	4	401	227
13	7	12	87	1	441	261
16	5	14	52	2	357	265
9	7	12	34	0	311	240
13	7	12	62	4	358	253
10	6	9	47	1	334	269
13	6	14	43	2	423	287
16	5	14	59	0	440	240
13	5	12	61	1	288	256
16	7	12	48	3	426	294
13	7	11	62	5	357	301
18	5	14	22	7	452	253
17	7	16	60	7	338	291
15	6	11	39	1	329	272
14	7	13	22	6	518	287
17	6	11	66	7	541	264
17	6	11	64	7	399	280
14	8	19	53	4	355	269
15	4	12	34	6	257	289
15	5	9	23	4	489	246
12	7	16	26	3	392	265
15	5	16	20	4	376	239
14	7	12	23	1	397	265
11	4	15	53	0	501	273
14	6	10	43	2	497	213
12	8	16	52	1	376	269
15	7	12	79	4	318	273
13	6	10	80	2	493	273
15	7	11	73	6	472	293
15	6	18	27	4	438	266
15	6	12	73	5	410	261
18	5	11	56	8	425	256
15	6	10	49	4	407	245
12	7	12	39	6	376	281
15	6	16	48	0	390	274
16	8	12	83	5	437	286
16	5	14	55	7	221	263
16	7	13	21	7	354	252
13	6	12	42	5	475	254
15	7	13	67	3	138	245
18	4	8	32	8	210	273
14	5	10	60	2	501	297
13	6	13	72	3	338	268
11	4	14	34	4	305	282
14	6	14	50	5	333	257
11	6	19	63	3	315	261
15	6	15	35	0	322	260
14	4	13	51	3	385	268
12	5	13	26	0	455	274
15	5	10	53	2	512	271
16	6	15	25	5	289	254
17	6	11	62	8	350	285
11	6	13	58	3	483	268
15	6	17	31	1	382	255
14	7	13	73	3	261	278
12	6	12	84	2	227	238
13	7	12	32	3	311	270
17	5	15	75	6	127	302
14	7	8	58	5	407	277
18	6	13	65	3	366	272
14	7	14	65	2	508	315
16	7	10	38	3	477	284
17	5	16	74	2	366	278
12	6	14	29	5	485	247
17	6	16	72	5	463	277
11	6	12	49	3	459	261
15	7	14	90	1	474	282
16	8	15	48	0	492	278
13	6	15	23	6	475	310
14	6	12	85	6	519	262
19	7	13	77	9	334	256
16	6	12	64	0	477	289
15	7	15	71	5	515	273
9	4	10	75	0	481	295
9	6	14	24	3	521	255
15	5	14	45	7	453	299
13	6	14	26	2	528	272
10	5	16	55	4	295	257
19	6	11	52	0	206	265
14	5	10	21	2	341	238
10	5	12	49	2	517	238
13	5	11	26	0	504	247
14	7	12	74	3	341	267
15	7	12	38	5	398	294
11	7	13	60	6	338	298
13	7	15	28	4	567	302
16	4	15	56	5	490	294
17	6	13	21	7	326	274
14	4	14	73	4	392	213
10	5	12	23	0	128	273
13	6	10	87	4	505	279
14	9	14	41	3	369	292
14	7	11	59	2	403	271
14	5	13	55	5	337	297
14	7	11	77	3	489	264
13	5	11	27	1	438	264
10	5	17	32	1	567	306
16	6	15	84	5	276	277
13	5	12	37	3	352	291
13	6	15	50	2	344	262
13	5	14	74	3	471	284
16	5	12	51	6	228	250
15	6	14	81	5	434	307
12	7	12	60	4	263	287
14	6	14	53	3	414	274
12	6	11	53	5	443	278
15	5	17	81	5	392	277
12	6	13	24	1	360	265
14	7	14	88	4	395	265
16	7	10	47	4	243	271
12	7	12	77	2	368	288
